iteration,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents,edu_mean,edu_min,edu_p10,edu_p25,edu_p50,edu_p75,edu_p90,edu_max
1348,0.23178,27.67,57.93,88.20,158.76,190.20,210.97,334.64,144697.86,789,6.37,0.00,2.29,5.16,7.47,8.07,8.39,8.97
1349,0.23246,27.67,57.38,88.63,158.39,190.77,210.97,346.56,144893.21,787,6.35,0.00,2.24,5.10,7.47,8.08,8.39,8.98
1350,0.23207,27.67,57.67,88.13,158.36,190.66,210.53,334.64,144536.68,784,6.34,0.00,2.23,5.10,7.47,8.08,8.39,8.98
1351,0.23152,27.67,57.38,88.39,159.49,190.86,211.07,334.64,144467.23,782,6.33,0.00,2.24,5.10,7.47,8.08,8.39,8.98
1352,0.23098,27.67,57.38,89.00,159.63,191.18,210.65,334.64,144629.37,781,6.33,0.00,2.24,5.11,7.47,8.09,8.39,8.99
1353,0.23284,27.67,57.90,88.94,160.07,190.79,210.85,373.90,144627.32,780,6.32,0.00,2.23,5.09,7.47,8.09,8.39,8.99
1354,0.23432,27.67,57.91,87.09,159.97,190.56,211.59,334.64,144798.17,779,6.32,0.00,2.11,5.02,7.46,8.09,8.39,8.92
1355,0.23319,27.67,57.38,88.02,159.73,191.08,211.46,334.64,144993.42,779,6.32,0.00,2.10,5.02,7.46,8.10,8.40,8.93
1356,0.23222,27.67,57.93,87.91,160.57,191.30,212.83,334.64,145198.31,778,6.32,0.00,2.10,5.03,7.46,8.10,8.40,8.93
1357,0.23174,27.67,57.93,88.33,160.83,191.58,213.64,334.64,145200.77,776,6.31,0.00,2.11,5.03,7.46,8.10,8.40,8.93
1358,0.23130,27.67,58.40,88.79,160.83,191.50,211.87,334.64,145411.43,777,6.32,0.02,2.12,5.04,7.47,8.11,8.41,8.94
1359,0.23145,27.67,57.93,88.13,162.08,192.22,211.20,334.64,145456.14,774,6.31,0.00,2.07,5.02,7.45,8.10,8.40,8.94
1360,0.23144,27.67,58.24,88.87,161.29,191.19,213.24,334.64,145424.34,772,6.30,0.00,2.00,5.02,7.46,8.11,8.41,8.95
1361,0.23124,27.67,57.93,88.72,161.16,191.06,213.69,334.64,145611.42,772,6.31,0.04,2.03,5.04,7.47,8.11,8.41,8.95
1362,0.23179,27.67,58.18,87.70,160.99,191.33,212.40,334.64,145637.11,772,6.31,0.00,2.03,5.01,7.46,8.11,8.42,8.95
1363,0.23227,27.67,58.24,87.78,160.83,192.85,212.83,334.64,145873.76,772,6.32,0.01,2.05,5.01,7.47,8.12,8.42,8.96
1364,0.23249,22.66,58.18,88.33,162.26,192.99,213.19,334.64,146113.36,772,6.32,0.00,2.05,5.02,7.48,8.12,8.43,8.96
1365,0.23198,22.66,57.67,88.41,162.50,193.52,213.95,334.64,146351.30,774,6.33,0.05,2.08,5.02,7.48,8.12,8.43,8.96
1366,0.23284,22.66,57.91,89.43,162.09,193.78,214.31,334.64,146559.97,774,6.34,0.07,2.12,5.03,7.49,8.13,8.44,8.96
1367,0.23481,22.66,57.91,88.77,161.39,194.21,215.01,368.15,146585.61,774,6.33,0.00,2.10,5.00,7.48,8.13,8.44,8.97
1368,0.23496,22.66,57.40,88.82,162.34,194.57,215.62,334.64,146736.10,775,6.34,0.03,2.12,5.02,7.49,8.14,8.44,8.97
1369,0.23570,22.66,57.91,88.59,161.95,195.34,216.62,334.64,146733.61,772,6.32,0.00,2.08,4.93,7.48,8.14,8.43,8.95
1370,0.23454,22.66,57.91,90.37,162.81,195.46,215.38,334.64,146853.23,774,6.33,0.01,2.10,4.94,7.48,8.15,8.44,8.95
1371,0.23535,22.66,57.93,90.00,162.69,194.97,217.09,334.64,146976.81,775,6.33,0.00,2.07,4.94,7.48,8.15,8.44,8.95
1372,0.23399,22.66,58.46,89.74,162.10,195.15,215.77,334.64,147082.95,774,6.31,0.00,2.08,4.89,7.48,8.15,8.44,8.91
1373,0.23327,22.66,58.70,89.65,163.29,195.47,215.89,334.64,147243.85,774,6.32,0.01,2.10,4.91,7.49,8.15,8.44,8.91
1374,0.23342,22.66,58.46,89.63,164.04,194.91,215.72,334.64,147428.76,773,6.32,0.00,2.10,4.91,7.49,8.16,8.45,8.91
1375,0.23266,22.66,58.39,89.95,163.09,194.93,215.97,334.64,147591.46,774,6.33,0.04,2.12,4.93,7.50,8.16,8.45,8.91
1376,0.23316,22.66,58.39,90.39,163.57,195.39,215.65,334.64,147720.12,773,6.33,0.00,2.09,4.93,7.49,8.16,8.45,8.91
1377,0.23262,22.66,58.40,90.47,164.08,194.64,217.70,334.64,147819.55,773,6.34,0.04,2.11,4.94,7.50,8.17,8.46,8.92
1378,0.23316,22.66,58.39,90.22,163.39,195.61,217.16,334.64,147960.04,773,6.35,0.07,2.13,4.95,7.50,8.17,8.46,8.92
1379,0.23319,22.66,58.39,90.97,163.51,195.84,216.61,334.64,147895.64,773,6.35,0.00,2.14,4.95,7.50,8.18,8.46,8.92
1380,0.23301,22.66,57.93,92.78,164.62,196.16,216.21,334.64,148053.18,772,6.35,0.00,2.13,4.92,7.51,8.18,8.46,8.92
1381,0.23356,22.66,57.91,92.49,165.39,195.45,216.57,334.64,147786.52,773,6.34,0.00,2.13,4.92,7.51,8.18,8.47,8.93
1382,0.23410,22.66,58.05,91.28,164.84,195.64,216.73,334.64,147982.51,773,6.35,0.00,2.15,4.90,7.51,8.18,8.47,8.93
1383,0.23611,22.66,58.40,89.73,165.20,197.02,217.30,334.64,148164.66,770,6.33,0.00,2.12,4.83,7.49,8.18,8.47,8.93
1384,0.23637,22.66,57.93,90.15,165.10,197.27,216.83,407.62,148291.46,770,6.33,0.00,2.14,4.84,7.49,8.19,8.47,8.94
1385,0.23700,22.66,58.39,90.64,164.86,197.53,217.47,355.69,148407.48,769,6.31,0.00,2.11,4.71,7.49,8.19,8.47,8.94
1386,0.23701,22.66,58.40,90.36,164.61,197.18,218.06,347.57,148111.10,770,6.31,0.00,2.13,4.72,7.47,8.19,8.46,8.94
1387,0.23732,22.66,58.46,90.64,164.31,196.65,218.55,347.57,148242.95,769,6.31,0.00,2.13,4.73,7.47,8.19,8.46,8.95
1388,0.23829,22.66,58.40,89.55,164.64,197.16,218.22,347.57,148163.11,767,6.29,0.00,2.08,4.72,7.47,8.19,8.46,8.95
1389,0.23917,22.66,58.39,88.06,163.48,197.08,217.66,350.66,147834.61,765,6.28,0.00,2.08,4.66,7.46,8.20,8.46,8.95
1390,0.23793,22.66,58.18,87.80,164.13,197.85,217.71,347.57,147997.90,764,6.27,0.00,2.03,4.66,7.47,8.20,8.46,8.96
1391,0.24001,22.66,57.67,88.20,164.30,197.66,218.99,387.79,148133.97,763,6.26,0.00,2.05,4.64,7.46,8.20,8.46,8.96
1392,0.23943,22.66,57.91,88.33,164.14,198.03,218.75,387.79,148304.28,765,6.28,0.02,2.08,4.64,7.46,8.20,8.47,8.96
1393,0.24059,22.66,57.93,87.55,163.13,198.12,218.61,387.79,147996.31,763,6.27,0.00,2.07,4.62,7.46,8.21,8.47,8.96
1394,0.24067,22.66,58.40,88.91,163.53,197.93,218.95,387.79,148205.85,764,6.27,0.00,2.08,4.63,7.46,8.21,8.48,8.96
1395,0.23991,22.66,58.39,89.02,162.98,198.53,220.38,387.79,148431.72,763,6.27,0.00,2.08,4.62,7.47,8.21,8.47,8.97
1396,0.23969,22.66,58.39,89.46,163.43,198.84,220.15,387.79,148677.21,764,6.28,0.03,2.10,4.64,7.48,8.22,8.48,8.97
1397,0.24024,22.66,58.73,88.33,161.94,198.43,221.13,387.79,148684.51,763,6.27,0.00,2.06,4.64,7.48,8.22,8.48,8.97
1398,0.23972,22.66,58.40,89.32,163.34,199.04,220.89,387.79,148900.92,763,6.28,0.00,2.05,4.64,7.48,8.22,8.48,8.97
1399,0.23972,22.66,58.43,90.02,164.38,198.82,222.11,387.79,149094.85,763,6.28,0.00,2.06,4.66,7.49,8.23,8.49,8.98
1400,0.23774,22.66,58.41,91.48,163.71,199.10,221.04,387.79,149023.99,760,6.26,0.00,1.96,4.63,7.48,8.23,8.49,8.98
1401,0.23836,22.66,58.87,90.33,163.58,200.33,220.60,387.79,149240.09,759,6.26,0.00,1.98,4.64,7.48,8.23,8.49,8.99
1402,0.23837,22.66,59.02,90.61,163.85,199.90,220.63,387.79,149421.27,755,6.23,0.00,1.88,4.57,7.45,8.22,8.48,8.97
1403,0.23728,22.66,59.24,91.36,162.58,199.80,220.18,387.79,149521.39,756,6.23,0.00,1.90,4.57,7.46,8.23,8.48,8.97
1404,0.23683,22.66,59.24,91.38,162.99,199.36,219.97,387.79,149622.77,756,6.23,0.00,1.91,4.58,7.46,8.23,8.49,8.98
1405,0.23802,22.66,59.17,91.24,164.24,199.26,220.20,387.79,149721.17,756,6.24,0.00,1.92,4.57,7.47,8.23,8.49,8.98
1406,0.23916,22.66,59.02,91.20,163.71,199.65,221.08,387.79,149573.70,753,6.21,0.00,1.85,4.57,7.45,8.23,8.49,8.98
1407,0.23995,22.66,58.88,91.20,162.40,200.26,220.71,387.79,149447.11,753,6.21,0.00,1.85,4.57,7.45,8.24,8.50,8.99
1408,0.24017,22.66,58.70,91.20,163.04,200.81,219.83,387.79,149616.82,753,6.22,0.00,1.86,4.58,7.45,8.24,8.50,8.99
1409,0.24096,22.66,59.02,90.11,162.51,201.48,220.49,387.79,149543.35,752,6.22,0.00,1.86,4.55,7.46,8.25,8.50,8.99
1410,0.24032,22.66,59.02,90.88,161.89,200.09,220.55,387.79,149489.61,750,6.21,0.00,1.86,4.54,7.44,8.24,8.50,9.00
1411,0.24003,22.66,58.81,89.56,162.33,201.37,221.78,387.79,149726.47,751,6.21,0.00,1.88,4.56,7.45,8.25,8.50,9.00
1412,0.24115,22.66,59.26,89.96,162.97,200.99,222.45,387.79,149928.28,750,6.21,0.00,1.84,4.52,7.45,8.25,8.51,9.00
1413,0.24190,22.66,59.24,90.29,162.87,200.94,223.23,387.79,149716.61,749,6.20,0.00,1.84,4.50,7.44,8.26,8.51,9.01
1414,0.24465,22.66,58.81,88.78,162.13,201.19,223.44,387.79,149462.55,746,6.18,0.00,1.67,4.46,7.42,8.26,8.49,9.01
1415,0.24440,22.66,59.17,89.34,161.74,201.38,222.74,387.79,149193.58,745,6.17,0.00,1.68,4.44,7.42,8.26,8.49,9.01
1416,0.24469,22.66,59.02,87.96,162.79,201.09,223.08,387.79,148983.50,745,6.16,0.00,1.69,4.41,7.41,8.26,8.49,9.01
1417,0.24385,22.66,59.17,88.52,162.70,201.34,222.22,387.79,149232.94,748,6.17,0.00,1.70,4.41,7.41,8.26,8.50,9.02
1418,0.24482,22.66,59.17,88.33,163.62,201.02,222.76,387.79,149458.60,748,6.17,0.00,1.71,4.40,7.41,8.27,8.50,9.02
1419,0.24577,22.66,59.23,85.55,164.97,201.89,223.28,387.79,149693.28,747,6.16,0.00,1.65,4.39,7.40,8.27,8.50,9.02
1420,0.24618,22.66,59.17,84.82,163.90,202.65,223.76,387.79,149626.45,745,6.15,0.00,1.66,4.33,7.38,8.27,8.50,9.02
1421,0.24708,22.66,59.32,84.66,160.91,202.05,223.39,387.79,149558.46,743,6.14,0.00,1.66,4.32,7.37,8.28,8.51,9.02
1422,0.24658,22.66,59.64,84.95,160.60,203.00,222.93,387.79,149671.70,741,6.13,0.00,1.64,4.33,7.37,8.28,8.51,9.03
1423,0.24801,22.66,59.64,84.79,161.62,202.98,221.74,387.79,149760.97,740,6.13,0.00,1.60,4.32,7.37,8.28,8.51,9.03
1424,0.24906,22.66,59.24,84.95,162.02,203.93,223.86,387.79,149827.57,737,6.11,0.00,1.61,4.33,7.36,8.28,8.51,9.04
1425,0.24856,22.66,59.02,84.95,162.05,204.25,223.86,387.79,149849.85,737,6.12,0.01,1.62,4.35,7.36,8.28,8.52,9.04
1426,0.24796,22.66,59.32,85.55,163.25,203.68,223.48,387.79,149926.90,738,6.13,0.03,1.62,4.36,7.37,8.29,8.52,9.04
1427,0.24790,22.66,59.32,85.57,163.65,203.23,225.73,387.79,150052.83,739,6.13,0.00,1.64,4.37,7.37,8.29,8.53,9.04
1428,0.24734,22.66,59.24,85.49,163.60,203.53,224.24,387.79,149996.19,739,6.14,0.00,1.66,4.38,7.37,8.29,8.53,9.04
1429,0.24945,22.66,58.46,85.64,162.98,204.27,223.66,387.79,150151.56,738,6.13,0.00,1.63,4.38,7.36,8.29,8.53,9.05
1430,0.25137,22.66,58.46,84.75,162.27,204.39,224.20,518.96,150022.80,737,6.12,0.00,1.61,4.37,7.32,8.30,8.54,9.05
1431,0.25060,22.66,58.70,84.56,163.33,205.19,224.16,518.96,150189.23,738,6.13,0.00,1.62,4.33,7.31,8.30,8.54,9.05
1432,0.25019,22.66,58.70,84.95,162.78,203.94,224.73,518.96,150101.15,738,6.11,0.00,1.54,4.33,7.28,8.30,8.54,9.06
1433,0.25182,22.66,58.54,85.09,161.20,203.69,225.50,518.96,150202.14,737,6.11,0.00,1.54,4.32,7.29,8.30,8.55,9.06
1434,0.25163,22.66,58.81,85.07,162.20,203.81,225.72,518.96,150282.63,737,6.11,0.00,1.54,4.34,7.29,8.30,8.55,9.06
1435,0.25141,22.66,58.81,85.18,162.44,204.08,226.26,518.96,150390.26,737,6.12,0.03,1.55,4.36,7.30,8.31,8.55,9.06
1436,0.25184,22.66,59.02,84.95,162.94,203.85,226.05,518.96,150292.59,738,6.12,0.00,1.56,4.35,7.30,8.31,8.55,9.06
1437,0.25226,22.66,59.17,84.95,162.72,204.36,226.35,518.96,150459.30,737,6.11,0.00,1.52,4.35,7.29,8.31,8.56,9.06
1438,0.25214,22.66,59.02,84.95,161.67,205.56,225.82,518.96,150620.67,736,6.12,0.00,1.54,4.36,7.30,8.31,8.56,9.06
1439,0.25355,22.66,59.17,84.66,160.83,205.56,226.48,518.96,150610.23,735,6.11,0.00,1.48,4.31,7.27,8.31,8.56,9.06
1440,0.25391,22.66,59.32,84.81,162.02,205.95,226.76,518.96,150737.16,737,6.11,0.00,1.48,4.32,7.27,8.32,8.56,9.06
1441,0.25346,22.66,59.02,84.79,162.01,206.50,226.77,518.96,150783.80,733,6.09,0.00,1.44,4.24,7.25,8.30,8.56,8.99
1442,0.25291,22.66,59.17,84.95,162.35,205.56,226.05,518.96,150795.71,733,6.10,0.01,1.47,4.25,7.25,8.30,8.56,8.99
1443,0.25314,22.66,59.17,84.66,161.34,206.21,225.86,518.96,150635.39,735,6.09,0.00,1.48,4.24,7.25,8.30,8.57,9.00
1444,0.25456,22.66,58.86,84.39,161.13,204.85,226.44,518.96,150169.50,731,6.07,0.00,1.46,4.11,7.21,8.31,8.57,9.00
1445,0.25552,22.66,58.80,84.34,159.14,204.89,225.90,518.96,150220.27,729,6.06,0.00,1.47,4.07,7.21,8.30,8.57,9.00
1446,0.25479,22.66,58.81,84.57,156.98,205.25,226.02,518.96,150099.45,730,6.05,0.00,1.48,4.06,7.20,8.31,8.57,9.00
1447,0.25493,22.66,59.17,84.23,158.87,205.51,226.14,518.96,150230.50,730,6.06,0.00,1.51,4.06,7.21,8.31,8.57,9.00
1448,0.25514,22.66,59.32,84.23,158.72,205.79,226.44,518.96,150363.34,733,6.06,0.00,1.52,4.06,7.21,8.31,8.58,9.01
1449,0.25463,22.66,59.57,84.66,159.05,205.74,227.40,518.96,150415.13,733,6.07,0.02,1.53,4.07,7.22,8.32,8.58,9.01
1450,0.25412,22.66,59.73,84.34,156.86,206.48,227.73,518.96,150289.69,730,6.05,0.00,1.54,4.00,7.20,8.32,8.58,9.01
1451,0.25546,22.66,59.32,83.22,157.70,206.53,228.28,518.96,150161.31,730,6.06,0.00,1.54,3.97,7.20,8.32,8.59,9.02
1452,0.25665,22.66,59.34,83.14,158.10,206.81,228.12,518.96,149894.15,728,6.05,0.00,1.51,3.96,7.19,8.32,8.59,9.02
1453,0.25678,22.66,59.24,83.87,158.27,207.11,227.67,518.96,150065.45,725,6.03,0.00,1.45,3.91,7.15,8.32,8.60,9.02
1454,0.25662,22.66,59.32,84.36,157.40,206.70,228.71,518.96,149949.05,721,6.00,0.00,1.40,3.86,7.11,8.33,8.59,9.02
1455,0.25744,22.66,59.17,83.71,157.66,206.30,229.31,518.96,149842.13,720,6.00,0.00,1.41,3.82,7.11,8.33,8.60,9.03
1456,0.25942,22.66,58.81,82.56,157.34,207.01,229.52,518.96,149727.98,717,5.98,0.00,1.40,3.81,7.09,8.33,8.60,9.03
1457,0.25991,22.66,59.17,83.56,156.75,208.07,229.50,518.96,149869.17,716,5.99,0.00,1.41,3.82,7.09,8.33,8.60,9.03
1458,0.26376,22.66,59.17,81.48,156.25,207.27,229.84,518.96,149774.78,710,5.95,0.00,1.35,3.77,7.03,8.33,8.59,9.03
1459,0.26447,22.66,59.02,81.45,156.22,207.79,229.44,518.96,149839.32,708,5.94,0.00,1.35,3.76,7.04,8.33,8.59,9.04
1460,0.26341,22.66,59.24,81.66,155.76,206.95,229.62,518.96,149607.60,707,5.93,0.00,1.36,3.72,7.04,8.33,8.59,9.04
1461,0.26240,22.66,59.02,81.45,156.47,208.33,228.39,518.96,149391.60,706,5.93,0.00,1.37,3.70,7.04,8.32,8.60,9.04
1462,0.26127,22.66,58.80,81.45,156.55,207.53,228.04,518.96,149447.14,705,5.93,0.00,1.38,3.71,7.05,8.33,8.60,9.04
1463,0.26092,22.66,58.70,81.67,156.75,208.34,227.33,518.96,149499.29,708,5.93,0.00,1.40,3.73,7.05,8.33,8.60,9.04
1464,0.26117,22.66,58.70,83.04,156.00,207.68,226.88,518.96,149345.09,706,5.92,0.00,1.37,3.72,6.98,8.32,8.60,9.05
1465,0.26067,22.66,58.96,84.23,156.71,205.87,227.13,518.96,149502.72,703,5.90,0.00,1.36,3.72,6.98,8.32,8.61,8.96
1466,0.26051,22.66,58.80,83.22,158.33,206.63,229.70,518.96,149655.48,703,5.91,0.02,1.38,3.74,6.98,8.32,8.61,8.96
1467,0.26188,22.66,58.81,82.99,157.23,206.46,229.67,518.96,149603.87,700,5.90,0.00,1.36,3.74,6.98,8.32,8.61,8.96
1468,0.26285,22.66,58.81,82.39,157.65,207.05,230.27,518.96,149775.91,699,5.89,0.00,1.34,3.70,6.97,8.33,8.61,8.97
1469,0.26439,22.66,59.02,82.73,157.70,208.82,229.74,518.96,149866.26,696,5.88,0.00,1.33,3.67,6.98,8.33,8.61,8.97
1470,0.26341,22.66,58.70,82.88,158.47,207.97,229.37,518.96,149988.67,694,5.87,0.00,1.33,3.68,6.96,8.33,8.62,8.98
1471,0.26384,22.66,58.80,83.14,157.32,207.51,229.11,518.96,150110.05,693,5.88,0.00,1.34,3.69,6.97,8.33,8.62,8.98
1472,0.26406,22.66,58.81,83.22,157.35,207.71,229.57,518.96,150015.21,690,5.85,0.00,1.36,3.68,6.93,8.33,8.62,8.98
1473,0.26351,22.66,58.81,84.23,156.26,207.31,229.18,518.96,150145.02,688,5.84,0.00,1.35,3.66,6.89,8.32,8.61,8.98
1474,0.26573,22.66,58.40,83.14,156.84,208.07,230.06,518.96,150313.93,685,5.81,0.00,1.29,3.62,6.82,8.32,8.61,8.98
1475,0.26587,22.66,58.70,82.91,154.75,208.50,230.23,518.96,150364.54,684,5.82,0.00,1.29,3.61,6.82,8.32,8.62,8.99
1476,0.26566,22.66,58.46,82.39,155.25,206.52,231.40,518.96,149999.64,684,5.81,0.00,1.29,3.59,6.82,8.31,8.62,8.99
1477,0.26526,22.66,58.70,83.14,155.92,206.22,231.12,518.96,149815.97,685,5.81,0.00,1.29,3.59,6.82,8.31,8.62,8.99
1478,0.26625,22.66,58.70,83.14,155.25,207.37,230.47,518.96,149877.76,686,5.82,0.00,1.30,3.59,6.79,8.32,8.62,9.00
1479,0.26997,22.66,58.39,82.85,154.06,207.80,230.78,518.96,149936.01,683,5.79,0.00,1.26,3.47,6.78,8.31,8.62,9.00
1480,0.27285,22.66,57.62,81.80,153.39,209.21,231.17,518.96,149708.75,680,5.78,0.00,1.20,3.46,6.76,8.30,8.62,9.00
1481,0.27235,22.66,57.62,81.52,153.39,208.12,230.91,518.96,149698.77,677,5.77,0.00,1.18,3.43,6.73,8.31,8.61,9.00
1482,0.27216,22.66,57.62,81.77,153.25,208.47,231.08,518.96,149697.93,678,5.78,0.01,1.20,3.45,6.74,8.31,8.61,9.00
1483,0.27247,22.66,57.26,82.39,152.11,207.55,231.27,518.96,149458.28,677,5.76,0.00,1.20,3.43,6.73,8.31,8.62,9.00
1484,0.27286,22.66,57.34,82.56,152.86,208.27,233.01,518.96,149459.46,678,5.77,0.00,1.21,3.44,6.74,8.31,8.62,9.01
1485,0.27502,22.66,57.26,81.52,153.42,207.71,232.08,518.96,149428.20,674,5.74,0.00,1.16,3.37,6.72,8.30,8.62,9.01
1486,0.27511,22.66,57.26,82.37,150.42,208.26,232.47,518.96,149010.25,673,5.74,0.00,1.18,3.38,6.72,8.30,8.62,9.02
1487,0.27517,22.66,57.05,81.45,150.16,209.33,231.61,518.96,148875.20,672,5.74,0.00,1.19,3.36,6.72,8.30,8.62,9.02
1488,0.27426,22.66,57.26,81.64,151.44,209.03,231.65,518.96,148998.67,670,5.74,0.00,1.18,3.33,6.72,8.30,8.62,9.02
1489,0.27429,22.66,57.26,81.87,151.38,210.22,231.65,518.96,148971.34,672,5.74,0.00,1.21,3.27,6.72,8.31,8.63,9.03
1490,0.27513,22.66,57.05,81.57,149.55,209.27,231.87,518.96,148767.16,670,5.73,0.00,1.21,3.27,6.72,8.31,8.63,9.03
1491,0.27662,22.66,57.04,80.98,148.52,208.69,231.00,518.96,148630.26,666,5.71,0.00,1.18,3.25,6.71,8.31,8.63,9.03
1492,0.27628,22.66,57.04,81.80,149.05,207.50,233.02,518.96,148756.16,663,5.70,0.00,1.15,3.23,6.68,8.30,8.63,9.03
1493,0.27638,22.66,57.04,81.52,149.31,207.33,232.54,518.96,148657.32,662,5.70,0.00,1.16,3.25,6.69,8.30,8.64,9.04
1494,0.27601,22.66,57.04,81.25,149.31,207.99,232.26,518.96,148858.04,664,5.71,0.01,1.19,3.26,6.70,8.31,8.64,9.04
1495,0.27660,22.66,55.53,81.43,149.92,208.87,231.69,518.96,149047.07,665,5.71,0.00,1.20,3.26,6.68,8.30,8.64,9.04
1496,0.27852,22.66,54.96,80.82,151.28,208.68,232.19,518.96,148971.73,662,5.68,0.00,1.15,3.18,6.66,8.30,8.64,9.04
1497,0.27921,22.66,55.32,82.94,150.73,207.88,232.78,574.12,148839.15,660,5.66,0.00,1.14,3.17,6.64,8.28,8.65,9.05
1498,0.28021,22.66,54.82,82.19,150.93,208.02,235.39,574.12,149003.27,658,5.66,0.00,1.12,3.16,6.65,8.29,8.65,9.05
1499,0.28178,22.66,54.82,81.67,149.31,207.99,234.88,574.12,149121.10,656,5.64,0.00,1.12,3.16,6.59,8.28,8.65,9.05
1500,0.28260,22.66,54.82,80.94,149.40,207.84,234.34,574.12,149198.25,649,5.59,0.00,1.08,3.02,6.47,8.26,8.65,9.04
1501,0.28220,22.66,54.49,81.03,148.52,208.99,234.59,574.12,148978.52,650,5.59,0.00,1.08,3.03,6.46,8.26,8.65,9.04
1502,0.28101,22.66,54.82,81.80,148.52,207.50,234.53,574.12,148815.16,648,5.58,0.00,1.08,3.00,6.45,8.25,8.65,9.04
1503,0.28146,22.66,54.49,80.69,147.97,207.37,235.00,574.12,148686.92,647,5.57,0.00,1.07,2.95,6.43,8.24,8.65,9.04
1504,0.28100,22.66,54.49,80.40,148.29,208.72,233.54,574.12,148482.08,649,5.57,0.00,1.09,2.96,6.43,8.23,8.66,9.05
1505,0.28074,22.66,54.39,81.29,148.50,208.12,234.28,574.12,148267.60,650,5.57,0.00,1.11,2.97,6.43,8.23,8.66,9.05
1506,0.28264,22.66,54.38,80.74,148.96,208.53,235.04,574.12,148052.79,649,5.56,0.00,1.11,2.90,6.39,8.23,8.66,9.05
1507,0.28338,22.66,54.38,80.38,148.52,209.24,235.95,574.12,148025.15,648,5.56,0.00,1.13,2.92,6.40,8.23,8.66,9.05
1508,0.28517,22.66,54.34,79.27,145.81,207.52,235.00,574.12,147546.39,645,5.54,0.00,1.13,2.89,6.33,8.22,8.66,9.05
1509,0.28864,22.66,54.32,78.86,143.14,207.49,234.67,574.12,147348.64,641,5.52,0.00,1.11,2.89,6.27,8.21,8.66,9.06
1510,0.28913,22.66,54.36,79.27,144.88,207.95,235.07,574.12,147134.51,640,5.52,0.00,1.14,2.89,6.27,8.21,8.66,9.06
1511,0.28880,22.66,54.38,80.52,142.67,208.08,235.03,574.12,147232.99,642,5.53,0.03,1.16,2.92,6.29,8.21,8.67,9.06
1512,0.28908,22.66,54.36,78.69,144.88,209.10,235.22,574.12,147322.28,642,5.54,0.00,1.17,2.93,6.29,8.22,8.67,9.06
1513,0.28908,22.66,54.32,79.23,144.76,208.25,235.29,574.12,147412.25,642,5.53,0.00,1.13,2.93,6.29,8.22,8.67,9.07
1514,0.28889,22.66,53.89,78.63,144.06,207.41,235.74,574.12,146936.43,640,5.52,0.00,1.14,2.90,6.24,8.22,8.67,9.07
1515,0.29004,22.66,53.87,78.28,143.25,206.40,236.19,574.12,146731.76,640,5.50,0.00,1.12,2.89,6.20,8.22,8.66,9.07
1516,0.28859,22.66,54.32,78.28,142.38,206.07,236.60,574.12,146430.02,637,5.48,0.00,1.10,2.82,6.17,8.21,8.66,9.07
1517,0.28780,22.66,54.32,78.34,143.14,206.39,234.88,574.12,146379.39,639,5.49,0.02,1.14,2.84,6.18,8.21,8.67,9.07
1518,0.28892,22.66,53.89,79.27,141.77,207.23,235.66,574.12,146329.17,638,5.49,0.00,1.10,2.85,6.18,8.21,8.66,9.07
1519,0.29162,22.66,53.87,77.75,142.53,204.75,236.44,574.12,145822.12,634,5.46,0.00,1.11,2.84,6.16,8.20,8.66,9.08
1520,0.29339,22.66,53.62,76.57,142.50,205.59,237.02,574.12,145571.17,632,5.44,0.00,1.11,2.81,6.15,8.20,8.65,9.08
1521,0.29464,22.66,53.52,76.51,141.68,203.95,237.84,574.12,145502.89,632,5.45,0.00,1.12,2.83,6.15,8.20,8.65,9.08
1522,0.29349,22.66,53.50,77.14,142.00,204.97,237.45,574.12,145458.86,632,5.44,0.00,1.11,2.81,6.11,8.19,8.65,9.08
1523,0.29338,22.66,53.17,76.40,142.57,205.09,238.08,574.12,145347.93,631,5.43,0.00,1.10,2.81,6.09,8.18,8.64,9.08
1524,0.29248,22.66,53.17,76.60,142.67,205.21,237.60,574.12,145207.68,629,5.42,0.00,1.10,2.79,6.09,8.18,8.64,9.03
1525,0.29206,22.66,53.17,76.76,142.39,202.84,236.49,574.12,145110.68,625,5.38,0.00,1.03,2.74,6.07,8.15,8.64,9.03
1526,0.29226,22.66,53.17,75.52,141.67,203.63,235.94,574.12,144773.60,622,5.36,0.00,1.02,2.73,6.05,8.15,8.64,9.03
1527,0.29172,22.66,53.15,75.79,140.98,204.00,235.55,574.12,144621.65,623,5.37,0.00,1.04,2.74,6.03,8.15,8.65,9.03
1528,0.29211,22.66,52.75,75.38,140.66,202.34,235.40,574.12,144491.92,622,5.35,0.00,1.04,2.72,6.01,8.14,8.64,9.04
1529,0.29200,22.66,52.60,75.38,140.37,202.62,234.84,574.12,144036.64,620,5.35,0.00,1.03,2.73,5.99,8.14,8.64,9.04
1530,0.29143,22.66,52.75,76.01,139.55,202.06,234.97,574.12,143880.08,619,5.34,0.00,1.05,2.73,5.97,8.14,8.64,9.04
1531,0.29149,22.66,52.76,75.88,140.67,201.98,235.64,574.12,143783.02,615,5.32,0.00,1.01,2.71,5.95,8.10,8.64,9.04
1532,0.29120,22.66,52.76,76.01,140.69,201.32,235.84,574.12,143709.67,616,5.33,0.00,1.03,2.70,5.93,8.10,8.64,9.05
